"Year","Week","Date & Time","Favorite","Line","Underdog","Total","Game_Type"
"2014","7","10/19 8:30 ET","At Denver","-6.5","San Francisco","48.5","reg"
"2014","7","10/20 8:30 ET","At Pittsburgh","-3","Houston","44.5","reg"
"2013","7","10/17 8:25 ET","Seattle","-5.5","At Arizona","41","reg"
"2013","7","10/20 1:00 ET","New England","-3.5","At NY Jets","43","reg"
"2013","7","10/20 1:00 ET","San Diego","-7","At Jacksonville","45","reg"
"2013","7","10/20 4:25 ET","At Kansas City","-7","Houston","39","reg"
"2013","7","10/20 1:00 ET","At Detroit","-3","Cincinnati","46.5","reg"
"2013","7","10/20 1:00 ET","At Miami","-6","Buffalo","44","reg"
"2013","7","10/20 1:00 ET","Chicago","-1","At Washington","48.5","reg"
"2013","7","10/20 1:00 ET","At Philadelphia","-3","Dallas","55.5","reg"
"2013","7","10/20 1:00 ET","At Carolina","-7","St. Louis","42.5","reg"
"2013","7","10/20 1:00 ET","At Atlanta","-6.5","Tampa Bay","43","reg"
"2013","7","10/20 4:05 ET","San Francisco","-3.5","At Tennessee","41","reg"
"2013","7","10/20 4:25 ET","At Green Bay","-8.5","Cleveland","45.5","reg"
"2013","7","10/20 4:25 ET","At Pittsburgh","-2","Baltimore","41","reg"
"2013","7","10/20 8:30 ET","Denver","-6.5","At Indianapolis","56","reg"
"2013","7","10/21 8:40 ET","At NY Giants","-4","Minnesota","48","reg"
"2012","7","10/18 8:25 ET","At San Francisco","-8","Seattle","37.5","reg"
"2012","7","10/21 1:00 ET","At Buffalo","-4.5","Tennessee","46.5","reg"
"2012","7","10/21 1:00 ET","At Minnesota","-7","Arizona","39","reg"
"2012","7","10/21 1:00 ET","At Indianapolis","-1","Cleveland","46.5","reg"
"2012","7","10/21 1:00 ET","At Houston","-6.5","Baltimore","47.5","reg"
"2012","7","10/21 1:00 ET","Green Bay","-5","At St. Louis","45.5","reg"
"2012","7","10/21 1:00 ET","Dallas","-2.5","At Carolina","45","reg"
"2012","7","10/21 1:00 ET","At NY Giants","-6","Washington","51.5","reg"
"2012","7","10/21 1:00 ET","New Orleans","-1.5","At Tampa Bay","49.5","reg"
"2012","7","10/21 4:25 ET","At New England","-11","NY Jets","47.5","reg"
"2012","7","10/21 4:25 ET","At Oakland","-6","Jacksonville","44.5","reg"
"2012","7","10/21 8:30 ET","Pittsburgh","-1.5","At Cincinnati","47","reg"
"2012","7","10/22 8:40 ET","At Chicago","-6.5","Detroit","45.5","reg"
"2011","7","10/23 1:00 ET","Chicago","-1.5","Tampa Bay
(At London)","44","reg"
"2011","7","10/23 1:00 ET","At Carolina","-2.5","Washington","44.5","reg"
"2011","7","10/23 1:00 ET","San Diego","-1","At NY Jets","43.5","reg"
"2011","7","10/23 1:00 ET","At Cleveland","-3","Seattle","41","reg"
"2011","7","10/23 1:00 ET","At Tennessee","-2.5","Houston","44","reg"
"2011","7","10/23 1:00 ET","Denver","-1","At Miami","41.5","reg"
"2011","7","10/23 1:00 ET","At Detroit","-4.5","Atlanta","46.5","reg"
"2011","7","10/23 4:05 ET","At Oakland","-3.5","Kansas City","41.5","reg"
"2011","7","10/23 4:05 ET","Pittsburgh","-4","At Arizona","46","reg"
"2011","7","10/23 4:15 ET","At Dallas","-14","St. Louis","43","reg"
"2011","7","10/23 4:15 ET","Green Bay","-10.5","At Minnesota","47","reg"
"2011","7","10/23 8:30 ET","At New Orleans","-13.5","Indianapolis","49","reg"
"2011","7","10/24 8:35 ET","Baltimore","-10.5","At Jacksonville","39","reg"
"2010","7","10/24 1:00 ET","Pittsburgh","-3","At Miami","40.5","reg"
"2010","7","10/24 1:00 ET","At Atlanta","-3.5","Cincinnati","43","reg"
"2010","7","10/24 1:00 ET","At Kansas City","-9","Jacksonville","38.5","reg"
"2010","7","10/24 1:00 ET","At Tennessee","-3","Philadelphia","41.5","reg"
"2010","7","10/24 1:00 ET","At Chicago","-3","Washington","40","reg"
"2010","7","10/24 1:00 ET","At New Orleans","-12.5","Cleveland","44","reg"
"2010","7","10/24 1:00 ET","At Baltimore","-12.5","Buffalo","39.5","reg"
"2010","7","10/24 1:00 ET","San Francisco","-2","At Carolina","35.5","reg"
"2010","7","10/24 1:00 ET","At Tampa Bay","-3","St. Louis","39","reg"
"2010","7","10/24 4:05 ET","At Seattle","-6.5","Arizona","40.5","reg"
"2010","7","10/24 4:15 ET","At San Diego","-2.5","New England","49","reg"
"2010","7","10/24 4:15 ET","At Denver","-7","Oakland","42.5","reg"
"2010","7","10/24 8:20 ET","At Green Bay","-2.5","Minnesota","44","reg"
"2010","7","10/25 8:35 ET","At Dallas","-3.5","NY Giants","45","reg"
"2009","7","10/25 1:00 ET","San Diego","-5.5","At Kansas City","44","reg"
"2009","7","10/25 1:00 ET","Indianapolis","-14","At St. Louis","45","reg"
"2009","7","10/25 4:15 ET","Chicago","-1.5","At Cincinnati","42.5","reg"
"2009","7","10/25 1:00 ET","Green Bay","-9","At Cleveland","41.5","reg"
"2009","7","10/25 1:00 ET","At Pittsburgh","-6","Minnesota","46.5","reg"
"2009","7","10/25 1:00 ET","New England","-15.5","Tampa Bay(At London)SIZE=-1>","44.5","reg"
"2009","7","10/25 1:00 ET","At Houston","-3","San Francisco","44.5","reg"
"2009","7","10/25 4:05 ET","NY Jets","-6","At Oakland","34","reg"
"2009","7","10/25 4:05 ET","At Carolina","-7","Buffalo","37","reg"
"2009","7","10/25 4:15 ET","New Orleans","-6.5","At Miami","48","reg"
"2009","7","10/25 4:15 ET","At Dallas","-5","Atlanta","48","reg"
"2009","7","10/25 8:20 ET","At NY Giants","-8","Arizona","47","reg"
"2009","7","10/26 8:35 ET","Philadelphia","-8.5","At Washington","38","reg"
"2008","7","10/19 1:00 ET","Tennessee","-8.5","At Kansas City","35","reg"
"2008","7","10/19 1:00 ET","At Buffalo","PK","San Diego","44.5","reg"
"2008","7","10/19 1:00 ET","Pittsburgh","-8","At Cincinnati","36","reg"
"2008","7","10/19 1:00 ET","At Miami","-3","Baltimore","36","reg"
"2008","7","10/19 1:00 ET","Dallas","-8","At St. Louis","45","reg"
"2008","7","10/19 1:00 ET","At Chicago","-3","Minnesota","38","reg"
"2008","7","10/19 1:00 ET","At Carolina","-3","New Orleans","44.5","reg"
"2008","7","10/19 1:00 ET","At NY Giants","-10.5","San Francisco","46.5","reg"
"2008","7","10/19 4:05 ET","At Houston","-11","Detroit","47.5","reg"
"2008","7","10/19 4:15 ET","NY Jets","-3","At Oakland","41.5","reg"
"2008","7","10/19 4:15 ET","At Washington","-7","Cleveland","42","reg"
"2008","7","10/19 4:15 ET","Indianapolis","-2.5","At Green Bay","47","reg"
"2008","7","10/19 8:15 ET","At Tampa Bay","-11.5","Seattle","40","reg"
"2008","7","10/20 8:35 ET","At New England","-3","Denver","48","reg"
"2007","7","10/21 1:00 ET","At Washington","-8","Arizona","35.5","reg"
"2007","7","10/21 1:00 ET","At New Orleans","-7.5","Atlanta","43","reg"
"2007","7","10/21 1:00 ET","Baltimore","-3","At Buffalo","34","reg"
"2007","7","10/21 4:15 ET","At Dallas","-9.5","Minnesota","46","reg"
"2007","7","10/21 1:00 ET","New England","-16","At Miami","50","reg"
"2007","7","10/21 1:00 ET","At NY Giants","-9.5","San Francisco","39","reg"
"2007","7","10/21 1:00 ET","At Detroit","-2","Tampa Bay","44.5","reg"
"2007","7","10/21 1:00 ET","At Houston","-2","Tennessee","38","reg"
"2007","7","10/21 4:05 ET","At Oakland","-2.5","Kansas City","37.5","reg"
"2007","7","10/21 4:05 ET","At Cincinnati","-6","NY Jets","48","reg"
"2007","7","10/21 4:15 ET","At Philadelphia","-5","Chicago","42.5","reg"
"2007","7","10/21 4:15 ET","At Seattle","-8","St. Louis","39.5","reg"
"2007","7","10/21 8:15 ET","Pittsburgh","-4.5","At Denver","38","reg"
"2007","7","10/22 8:30 ET","Indianapolis","-3","At Jacksonville","45","reg"
"2006","7","10/22 1:00 ET","San Diego","-6","At Kansas City","38.5","reg"
"2006","7","10/22 1:00 ET","Jacksonville","-7.5","At Houston","39.5","reg"
"2006","7","10/22 1:00 ET","New England","-5.5","At Buffalo","36.5","reg"
"2006","7","10/22 1:00 ET","Pittsburgh","-3","At Atlanta","39","reg"
"2006","7","10/22 1:00 ET","At Miami","-6","Green Bay","40.5","reg"
"2006","7","10/22 1:00 ET","Philadelphia","-6.5","At Tampa Bay","42.5","reg"
"2006","7","10/22 1:00 ET","At NY Jets","-4","Detroit","43.5","reg"
"2006","7","10/22 1:00 ET","At Cincinnati","-3","Carolina","44","reg"
"2006","7","10/22 4:05 ET","Denver","-4.5","At Cleveland","31.5","reg"
"2006","7","10/22 4:15 ET","At Indianapolis","-8","Washington","47.5","reg"
"2006","7","10/22 4:15 ET","At Seattle","-6.5","Minnesota","40.5","reg"
"2006","7","10/22 4:15 ET","Arizona","-3","At Oakland","39.5","reg"
"2006","7","10/23 8:30 ET","At Dallas","-3","NY Giants","43.5","reg"
"2017","8","10/26 8:25 ET","At Baltimore","-3","Miami","38","reg"
"2017","8","10/29 9:30 AM","Minnesota","-11","Cleveland(At London)size=-1>","38.5","reg"
"2017","8","10/29 1:00 ET","At New Orleans","-8.5","Chicago","46","reg"
"2017","8","10/29 1:00 ET","Atlanta","-6.5","At NY Jets","44","reg"
"2017","8","10/29 1:00 ET","At Tampa Bay","-1","Carolina","46","reg"
"2017","8","10/29 1:00 ET","At Philadelphia","-13","San Francisco","44.5","reg"
"2017","8","10/29 1:00 ET","At Buffalo","-2","Oakland","47.5","reg"
"2017","8","10/29 1:00 ET","At Cincinnati","-10.5","Indianapolis","44","reg"
"2017","8","10/29 1:00 ET","At New England","-7","LA Chargers","49","reg"
"2017","8","10/29 4:05 ET","At Seattle","-6.5","Houston","45","reg"
"2017","8","10/29 4:25 ET","Dallas","-3","At Washington","46.5","reg"
"2017","8","10/29 8:30 ET","Pittsburgh","-3","At Detroit","45","reg"
"2017","8","10/30 8:30 ET","At Kansas City","-7","Denver","42","reg"
"2016","8","10/27 8:25 ET","At Tennessee","-3","Jacksonville","43.5","reg"
"2016","8","10/30 9:30 AM","Cincinnati(At Wembley)size=-1>","-3","Washington","49.5","reg"
"2016","8","10/30 4:25 ET","At Atlanta","-3","Green Bay","51","reg"
"2016","8","10/30 1:00 ET","At Houston","-1","Detroit","46.5","reg"
"2016","8","10/30 1:00 ET","Seattle","-1","At New Orleans","50","reg"
"2016","8","10/30 1:00 ET","New England","-6.5","At Buffalo","48.5","reg"
"2016","8","10/30 1:00 ET","NY Jets","-2.5","At Cleveland","45.5","reg"
"2016","8","10/30 1:00 ET","At Tampa Bay","PK","Oakland","48","reg"
"2016","8","10/30 1:00 ET","Kansas City","-3","At Indianapolis","50.5","reg"
"2016","8","10/30 4:05 ET","At Denver","-3.5","San Diego","43.5","reg"
"2016","8","10/30 1:00 ET","At Carolina","-2.5","Arizona","45.5","reg"
"2016","8","10/30 8:30 ET","At Dallas","-5","Philadelphia","44","reg"
"2016","8","10/31 8:30 ET","Minnesota","-5.5","At Chicago","39.5","reg"
"2015","8","10/29 8:25 ET","At New England","-8","Miami","51.5","reg"
"2015","8","11/1 9:30 AM","Kansas City(At London)size=-1>","-3","Detroit","45","reg"
"2015","8","11/1 1:00 ET","Minnesota","-1.5","At Chicago","44","reg"
"2015","8","11/1 1:00 ET","At Atlanta","-8","Tampa Bay","47.5","reg"
"2015","8","11/1 1:00 ET","At New Orleans","-3","NY Giants","52","reg"
"2015","8","11/1 1:00 ET","At St. Louis","-8","San Francisco","41","reg"
"2015","8","11/1 1:00 ET","Arizona","-7","At Cleveland","46","reg"
"2015","8","11/1 1:00 ET","At Pittsburgh","PK","Cincinnati","49.5","reg"
"2015","8","11/1 1:00 ET","At Baltimore","-4.5","San Diego","50.5","reg"
"2015","8","11/1 1:00 ET","At Houston","-3.5","Tennessee","43","reg"
"2015","8","11/1 4:05 ET","NY Jets","-3","At Oakland","44","reg"
"2015","8","11/1 4:25 ET","Seattle","-5","At Dallas","41.5","reg"
"2015","8","11/1 8:30 ET","Green Bay","-2.5","At Denver","45.5","reg"
"2015","8","11/2 8:30 ET","At Carolina","-5.5","Indianapolis","45.5","reg"
"2014","8","10/23 8:25 ET","At Denver","-9","San Diego","51","reg"
"2014","8","10/26 9:30 AM","Detroit","-3.5","Atlanta
(At London)size=-1>","45.5","reg"
"2014","8","10/26 1:00 ET","At Tampa Bay","-1.5","Minnesota","43","reg"
"2014","8","10/26 1:00 ET","At New England","-6","Chicago","52","reg"
"2014","8","10/26 1:00 ET","At Kansas City","-7","St. Louis","44","reg"
"2014","8","10/26 1:00 ET","Seattle","-6","At Carolina","45","reg"
"2014","8","10/26 1:00 ET","At NY Jets","-3","Buffalo","40.5","reg"
"2014","8","10/26 1:00 ET","Miami","-6.5","At Jacksonville","42","reg"
"2014","8","10/26 1:00 ET","Houston","-3.5","At Tennessee","43","reg"
"2014","8","10/26 1:00 ET","Baltimore","-3","At Cincinnati","44.5","reg"
"2014","8","10/26 4:05 ET","Philadelphia","-1","At Arizona","48","reg"
"2014","8","10/26 4:25 ET","Indianapolis","-4.5","At Pittsburgh","48.5","reg"
"2014","8","10/26 4:25 ET","At Cleveland","-6.5","Oakland","44.5","reg"
"2014","8","10/26 8:30 ET","At New Orleans","-2","Green Bay","55.5","reg"
"2014","8","10/27 8:30 ET","At Dallas","-9.5","Washington","49","reg"
"2013","8","10/24 8:25 ET","Carolina","-7","At Tampa Bay","39.5","reg"
"2013","8","10/27 1:00 ET","San Francisco","-16","Jacksonville
(At London)","40","reg"
"2013","8","10/27 1:00 ET","At Detroit","-3","Dallas","52","reg"
"2013","8","10/27 1:00 ET","At Philadelphia","-5.5","NY Giants","50","reg"
"2013","8","10/27 1:00 ET","At Kansas City","-7","Cleveland","39","reg"
"2013","8","10/27 1:00 ET","At New Orleans","-10.5","Buffalo","48.5","reg"
"2013","8","10/27 1:00 ET","At New England","-6.5","Miami","46","reg"
"2013","8","10/27 4:05 ET","At Cincinnati","-6","NY Jets","41","reg"
"2013","8","10/27 4:05 ET","Pittsburgh","-3","At Oakland","40","reg"
"2013","8","10/27 4:25 ET","At Denver","-11","Washington","59","reg"
"2013","8","10/27 4:25 ET","At Arizona","-2.5","Atlanta","45","reg"
"2013","8","10/27 8:30 ET","Green Bay","-7.5","At Minnesota","47.5","reg"
"2013","8","10/28 8:40 ET","Seattle","-14","At St. Louis","43.5","reg"
"2012","8","10/25 8:25 ET","At Minnesota","-5.5","Tampa Bay","43","reg"
"2012","8","10/28 1:00 ET","New England","-7","St. Louis
(At London)","46","reg"
"2012","8","10/28 1:00 ET","At Tennessee","-3.5","Indianapolis","46.5","reg"
"2012","8","10/28 1:00 ET","At Green Bay","-15.5","Jacksonville","45.5","reg"
"2012","8","10/28 1:00 ET","San Diego","-3","At Cleveland","41","reg"
"2012","8","10/28 1:00 ET","At Philadelphia","-3","Atlanta","43","reg"
"2012","8","10/28 1:00 ET","At Detroit","-2.5","Seattle","43","reg"
"2012","8","10/28 1:00 ET","At NY Jets","-1","Miami","38.5","reg"
"2012","8","10/28 1:00 ET","At Chicago","-7","Carolina","41.5","reg"
"2012","8","10/28 1:00 ET","At Pittsburgh","-4.5","Washington","44.5","reg"
"2012","8","10/28 4:05 ET","At Kansas City","-1","Oakland","41.5","reg"
"2012","8","10/28 4:25 ET","NY Giants","-3","At Dallas","48","reg"
"2012","8","10/28 8:30 ET","At Denver","-6","New Orleans","55.5","reg"
"2012","8","10/29 8:40 ET","San Francisco","-7","At Arizona","38","reg"
"2011","8","10/30 1:00 ET","At Tennessee","-7.5","Indianapolis","43.5","reg"
"2011","8","10/30 1:00 ET","At Houston","-10","Jacksonville","41","reg"
"2011","8","10/30 1:00 ET","At Carolina","-3","Minnesota","47","reg"
"2011","8","10/30 1:00 ET","New Orleans","-13.5","At St. Louis","48.5","reg"
"2011","8","10/30 1:00 ET","At Baltimore","-11.5","Arizona","43","reg"
"2011","8","10/30 1:00 ET","At NY Giants","-9.5","Miami","43","reg"
"2011","8","10/30 4:05 ET","At Buffalo
(Toronto)","-4","Washington","46.5","reg"
"2011","8","10/30 4:05 ET","Detroit","-3","At Denver","43.5","reg"
"2011","8","10/30 4:15 ET","New England","-3","At Pittsburgh","52","reg"
"2011","8","10/30 4:15 ET","At San Francisco","-9","Cleveland","38.5","reg"
"2011","8","10/30 4:15 ET","Cincinnati","-1.5","At Seattle","37.5","reg"
"2011","8","10/30 8:30 ET","At Philadelphia","-3","Dallas","49","reg"
"2011","8","10/31 8:35 ET","San Diego","-3","At Kansas City","44.5","reg"
"2010","8","10/31 1:00 ET","San Francisco(At London)","-2","Denver","41.5","reg"
"2010","8","10/31 1:00 ET","At Dallas","-6.5","Jacksonville","43.5","reg"
"2010","8","10/31 1:00 ET","At Detroit","-2.5","Washington","45","reg"
"2010","8","10/31 1:00 ET","At NY Jets","-6.5","Green Bay","41.5","reg"
"2010","8","10/31 1:00 ET","At St. Louis","-2.5","Carolina","37.5","reg"
